,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
243,0,1,1300,Research & Development,24,1,62,3,2,Research Scientist,4,No,17,3,2,9,3,3,9,8,4,7
244,0,1,252,Research & Development,1,3,70,4,5,Manager,4,No,11,3,1,25,2,3,24,0,1,7
245,0,3,1327,Research & Development,3,2,73,3,3,Research Director,3,No,12,3,1,9,3,3,2,2,2,2
246,0,1,832,Research & Development,5,3,63,2,1,Research Scientist,4,No,13,3,1,2,2,2,2,2,0,2
247,0,1,470,Research & Development,2,4,84,2,2,Manufacturing Director,1,No,13,3,1,13,3,3,11,9,5,9
248,0,1,1017,Research & Development,1,3,83,2,1,Research Scientist,1,No,14,3,1,17,2,2,3,1,0,2
249,0,3,1199,Research & Development,7,1,77,4,2,Manufacturing Director,3,No,17,3,1,9,1,3,3,2,0,2
250,1,0,592,Research & Development,2,1,54,2,1,Laboratory Technician,1,Yes,23,1,0,11,2,1,1,0,0,0
251,0,3,505,Research & Development,2,3,64,3,3,Healthcare Representative,3,No,25,4,0,20,1,3,19,6,11,8
252,0,1,665,Research & Development,15,3,60,3,1,Research Scientist,4,No,19,3,0,6,1,3,6,5,1,5
253,0,1,916,Research & Development,17,4,82,4,2,Research Scientist,1,Yes,13,3,0,10,1,3,3,2,0,2
254,0,1,1247,Sales,20,4,45,3,2,Sales Executive,4,No,14,3,1,10,2,3,3,2,0,2
255,0,1,685,Research & Development,1,1,62,3,2,Manufacturing Director,3,No,12,3,2,5,3,3,4,2,1,2
256,0,1,269,Research & Development,2,4,56,2,1,Laboratory Technician,1,Yes,11,3,1,10,4,3,9,6,7,8
257,0,1,1416,Research & Development,2,1,49,3,5,Research Director,3,No,19,3,1,22,5,3,21,7,3,9
258,0,1,833,Research & Development,1,3,96,3,1,Research Scientist,4,No,11,3,0,1,0,2,1,0,0,0
259,1,3,307,Research & Development,29,3,71,2,1,Laboratory Technician,2,No,11,1,0,6,2,1,5,4,1,0
260,0,3,1311,Research & Development,7,2,100,4,1,Laboratory Technician,2,No,20,4,0,5,3,1,5,1,0,3
261,0,0,1327,Sales,2,4,39,2,2,Sales Executive,4,No,18,3,1,13,0,3,8,7,7,5
262,0,1,128,Research & Development,2,4,84,2,2,Laboratory Technician,1,No,13,3,0,9,5,3,6,2,0,4
263,0,1,488,Sales,2,3,75,1,4,Manager,2,Yes,12,3,1,28,2,2,7,7,7,7
264,1,1,1449,Research & Development,16,1,45,3,1,Laboratory Technician,2,Yes,13,1,1,5,2,1,3,2,0,0
265,0,1,1210,Sales,2,1,78,2,2,Sales Executive,2,No,19,3,2,10,2,3,0,0,0,0
266,0,1,1463,Research & Development,23,2,64,2,2,Healthcare Representative,4,No,21,4,1,10,2,3,9,0,7,8
267,0,0,675,Research & Development,5,2,85,4,2,Healthcare Representative,1,No,12,3,2,6,2,3,6,3,1,5
268,0,1,1385,Research & Development,20,3,79,3,4,Healthcare Representative,4,Yes,14,3,0,21,2,3,20,7,4,10
269,0,1,1403,Research & Development,6,4,47,3,1,Laboratory Technician,4,No,11,3,1,16,4,3,15,13,10,11
270,0,1,452,Research & Development,1,4,81,3,5,Manager,1,Yes,14,3,0,37,2,3,36,10,4,13
271,1,3,109,Research & Development,5,2,60,3,1,Laboratory Technician,2,No,17,1,0,4,3,1,3,2,1,0
272,0,1,1158,Research & Development,9,4,94,3,1,Research Scientist,4,No,23,4,1,5,3,2,5,2,0,4
273,0,1,228,Sales,6,3,98,3,2,Sales Executive,4,No,14,3,1,7,5,4,5,4,0,1
274,0,1,996,Research & Development,3,4,100,2,1,Research Scientist,3,No,17,3,0,3,4,4,3,2,1,0
275,0,0,728,Research & Development,1,1,80,3,3,Research Director,4,Yes,18,3,2,15,2,3,5,2,0,2
276,0,1,1315,Research & Development,22,2,71,4,3,Manager,2,No,18,3,1,10,6,2,7,7,6,2
277,0,1,322,Sales,7,1,44,4,2,Sales Executive,1,Yes,24,4,1,8,3,3,8,0,7,7
278,0,3,1479,Research & Development,1,3,84,3,2,Manufacturing Director,2,No,20,4,1,6,6,1,6,5,1,4
279,0,1,797,Research & Development,4,1,96,3,5,Research Director,2,No,14,3,2,28,4,2,10,4,1,6
280,0,1,1070,Research & Development,3,3,45,3,4,Research Director,3,Yes,16,3,3,21,5,2,5,3,1,3
281,0,1,635,Sales,1,2,99,3,2,Sales Executive,3,No,25,4,0,20,3,3,20,16,11,6
282,0,3,442,Sales,2,2,44,3,2,Sales Executive,4,No,18,3,0,10,3,2,10,7,0,9
283,0,1,147,Research & Development,20,2,37,3,2,Laboratory Technician,4,Yes,19,3,1,12,4,3,10,7,0,8
284,0,3,496,Research & Development,11,1,60,3,2,Healthcare Representative,1,Yes,13,3,1,5,3,3,5,3,3,3
285,0,1,1372,Research & Development,1,4,42,3,1,Research Scientist,4,No,12,3,0,17,3,3,17,12,5,7
286,1,3,1009,Research & Development,1,1,45,2,1,Laboratory Technician,2,No,15,1,2,1,2,2,1,0,0,1
287,0,1,688,Research & Development,23,4,82,3,2,Healthcare Representative,4,No,14,3,1,10,2,3,2,2,1,2
288,1,1,984,Research & Development,17,4,97,3,1,Laboratory Technician,2,No,13,1,1,1,3,1,1,0,0,0
289,0,1,1117,Research & Development,8,4,66,3,1,Research Scientist,4,No,21,4,0,5,3,3,5,3,0,2
290,0,3,636,Research & Development,10,3,35,3,5,Research Director,1,Yes,11,3,0,22,4,3,3,2,1,2
291,0,1,506,Research & Development,3,3,30,3,2,Research Scientist,2,No,12,3,0,10,2,3,8,0,7,7
292,0,3,444,Sales,5,4,84,3,1,Sales Representative,2,No,11,3,1,2,5,2,2,2,2,2
293,1,1,329,Research & Development,24,3,51,3,1,Laboratory Technician,2,Yes,17,1,3,1,3,1,1,1,0,0
294,0,3,889,Research & Development,9,2,53,3,1,Research Scientist,4,Yes,12,3,3,4,3,2,4,2,1,2
295,0,3,555,Sales,26,3,77,3,4,Sales Executive,2,No,14,3,1,23,2,4,20,4,4,8
296,1,1,1259,Research & Development,2,4,95,3,1,Laboratory Technician,2,No,12,2,0,1,2,1,1,0,0,0
297,0,1,1232,Sales,16,3,96,3,3,Sales Executive,2,No,15,3,2,12,3,2,11,9,6,9
298,0,3,566,Research & Development,18,3,81,4,1,Laboratory Technician,4,No,18,3,2,4,2,3,1,0,0,0
299,0,1,1302,Research & Development,2,4,84,1,2,Manufacturing Director,2,No,18,3,1,13,3,3,4,1,1,2
300,0,1,334,Sales,2,4,88,3,4,Manager,2,No,19,3,0,22,2,3,22,10,0,4
301,0,1,812,Sales,10,4,69,2,1,Sales Representative,3,No,12,3,0,0,2,3,0,0,0,0
302,0,1,1476,Research & Development,16,2,68,4,2,Healthcare Representative,1,No,19,3,0,9,2,3,8,3,0,7
303,0,1,218,Sales,7,2,100,4,2,Sales Executive,4,No,11,3,1,10,3,2,8,7,7,7
304,0,1,1132,Research & Development,1,3,48,4,3,Healthcare Representative,4,No,17,3,3,19,5,2,18,10,3,7
305,0,0,1105,Research & Development,24,2,47,3,2,Laboratory Technician,2,No,15,3,1,11,3,3,9,8,0,8
306,0,1,906,Sales,7,4,91,2,2,Sales Executive,3,No,14,3,1,13,3,2,13,8,4,8
307,0,1,849,Research & Development,25,1,81,2,3,Research Director,2,No,17,3,1,19,2,3,10,8,0,1
308,0,0,390,Research & Development,1,4,32,1,2,Healthcare Representative,3,Yes,13,3,1,12,2,3,5,3,1,2
309,0,1,691,Research & Development,5,3,86,3,1,Research Scientist,4,Yes,12,3,1,6,4,3,5,2,0,3
310,0,1,106,Human Resources,2,1,62,2,2,Human Resources,1,No,12,3,0,9,1,3,2,2,1,0
311,0,3,1249,Research & Development,7,1,97,3,3,Laboratory Technician,1,No,18,3,1,24,2,3,24,9,9,11
312,0,1,192,Research & Development,2,3,32,3,1,Research Scientist,4,Yes,18,3,1,3,2,1,2,2,2,2
313,0,3,553,Research & Development,5,4,74,3,3,Manager,2,No,11,3,2,12,2,3,10,6,8,8
314,0,1,117,Research & Development,10,3,99,3,4,Manager,1,Yes,14,3,0,21,3,3,21,9,11,10
315,0,3,185,Research & Development,10,3,33,3,1,Laboratory Technician,4,No,19,3,0,9,5,3,8,7,1,7
316,0,1,1091,Research & Development,1,3,90,2,4,Healthcare Representative,3,Yes,12,3,0,25,2,3,7,1,0,7
317,1,1,622,Research & Development,14,3,39,2,1,Laboratory Technician,2,Yes,24,1,1,5,2,1,4,2,0,0
318,0,1,1220,Research & Development,5,3,85,3,1,Research Scientist,2,Yes,12,3,0,4,2,2,4,3,1,2
319,0,1,588,Sales,8,3,65,2,2,Sales Executive,2,Yes,11,3,0,13,2,3,13,12,11,9
320,0,1,1377,Sales,2,4,74,3,2,Sales Executive,3,Yes,11,3,0,5,3,3,5,4,0,4
321,0,1,691,Sales,7,4,73,3,2,Sales Executive,4,No,12,3,3,13,3,3,7,7,1,7
322,0,1,1018,Research & Development,2,1,74,4,2,Research Scientist,4,No,16,3,0,10,0,2,7,7,0,7
323,1,1,1373,Research & Development,2,4,92,2,1,Laboratory Technician,3,Yes,15,1,0,7,3,1,0,0,0,0
324,0,1,1275,Research & Development,28,4,64,3,2,Research Scientist,4,No,13,3,2,11,2,3,10,8,1,9
325,0,3,798,Research & Development,7,3,48,2,3,Manufacturing Director,3,No,24,4,1,10,2,3,10,9,8,9
326,0,3,672,Research & Development,7,3,54,2,5,Manager,4,No,15,3,1,21,2,3,21,9,13,3
327,1,1,103,Research & Development,24,3,50,2,1,Laboratory Technician,3,Yes,14,1,0,6,4,1,4,2,0,0
328,0,3,508,Sales,10,2,46,2,2,Sales Executive,4,No,14,3,0,9,6,2,7,7,0,1
329,0,1,1482,Research & Development,5,4,42,3,5,Research Director,3,No,11,3,1,21,2,3,3,2,1,1
330,0,3,559,Research & Development,10,3,82,2,2,Laboratory Technician,3,No,11,3,1,9,3,4,9,7,0,0
331,0,0,210,Sales,1,3,73,3,2,Sales Executive,2,Yes,13,3,1,6,0,3,5,4,1,4
332,0,3,928,Research & Development,20,4,31,3,2,Research Scientist,3,No,12,3,0,20,4,2,4,3,0,3
333,0,1,1001,Research & Development,7,3,43,3,3,Healthcare Representative,1,No,16,3,1,10,1,2,1,0,0,0
334,0,1,549,Research & Development,8,4,75,3,2,Research Scientist,4,No,14,3,2,12,3,3,10,9,9,8
335,0,1,1124,Sales,1,2,57,1,2,Sales Executive,4,Yes,22,4,3,6,2,2,4,3,0,2
336,1,1,1357,Research & Development,25,1,48,1,1,Laboratory Technician,3,No,12,1,0,1,2,1,1,0,0,0
337,0,1,738,Research & Development,9,2,30,2,1,Laboratory Technician,4,No,17,3,0,4,2,3,3,2,2,2
338,0,1,570,Sales,5,4,30,2,2,Sales Executive,3,No,13,3,3,10,2,3,10,9,1,2
339,0,1,1130,Sales,8,2,56,3,2,Sales Executive,2,No,18,3,1,8,3,3,8,7,0,7
340,0,1,1192,Research & Development,5,4,61,3,2,Manufacturing Director,4,No,16,3,2,8,2,2,6,2,0,4
341,0,1,343,Research & Development,15,3,92,2,3,Research Director,4,Yes,14,3,1,12,3,3,11,10,2,9
342,0,1,1232,Research & Development,7,3,39,3,3,Manufacturing Director,4,Yes,14,3,0,11,2,2,11,9,4,10
343,0,1,144,Sales,10,4,39,2,2,Sales Executive,2,Yes,14,3,2,7,2,3,7,7,1,7
344,0,1,1296,Research & Development,5,3,62,3,3,Manufacturing Director,2,No,13,3,0,17,5,3,16,6,0,13
345,0,1,1309,Research & Development,26,3,83,3,1,Research Scientist,4,No,12,3,2,4,2,2,4,2,0,2
346,0,1,483,Research & Development,6,4,95,2,2,Manufacturing Director,2,Yes,15,3,0,8,3,3,5,4,1,2
347,0,3,1309,Sales,4,2,99,3,2,Sales Representative,3,No,19,3,0,5,3,3,0,0,0,0
348,0,1,810,Research & Development,23,1,44,3,4,Research Director,4,No,14,3,0,16,2,3,1,0,0,0
349,0,0,746,Sales,2,4,61,3,2,Sales Executive,3,No,14,3,1,4,3,2,4,3,0,2
350,0,1,544,Human Resources,2,3,52,3,1,Human Resources,3,Yes,11,3,1,4,5,3,3,2,1,0
351,0,1,1062,Research & Development,2,3,75,3,1,Laboratory Technician,2,No,13,3,1,8,4,3,8,0,0,7
352,0,1,530,Sales,29,1,91,3,3,Manager,3,No,21,4,1,15,3,1,0,0,0,0
353,0,1,1319,Research & Development,6,3,51,4,2,Research Scientist,1,Yes,13,3,2,13,2,3,7,7,6,7
354,0,0,641,Sales,25,4,85,3,2,Sales Executive,3,Yes,12,3,1,4,2,4,2,2,2,2
355,0,1,933,Sales,1,3,57,3,2,Sales Executive,3,No,17,3,1,8,3,3,8,7,7,7
356,0,1,1332,Research & Development,2,1,98,2,2,Healthcare Representative,4,No,23,4,0,14,6,3,1,0,0,0
357,1,1,626,Research & Development,1,1,98,2,3,Laboratory Technician,3,Yes,13,1,0,23,2,2,1,0,0,0
358,0,0,845,Sales,1,4,45,3,2,Sales Executive,4,No,15,3,0,7,6,3,1,0,0,0
359,0,3,541,Sales,3,1,48,2,3,Sales Executive,4,No,11,3,1,16,2,3,13,9,1,12
360,0,1,593,Research & Development,1,4,88,3,2,Healthcare Representative,3,No,11,3,0,15,2,3,3,2,1,2
361,0,1,1171,Research & Development,10,4,46,4,1,Laboratory Technician,3,Yes,13,3,1,10,3,3,7,7,1,7
362,0,0,895,Sales,9,1,39,3,1,Sales Representative,4,No,24,4,0,3,3,2,3,2,2,2
363,1,1,1434,Research & Development,5,3,50,3,1,Laboratory Technician,3,Yes,13,1,0,2,3,1,2,2,2,0
364,0,1,921,Research & Development,10,3,98,3,1,Laboratory Technician,1,No,20,4,1,17,3,3,5,4,0,3
365,0,0,1144,Research & Development,7,3,30,3,2,Manufacturing Director,3,No,14,3,0,7,2,4,1,0,0,0
366,1,1,515,Research & Development,1,4,62,2,1,Laboratory Technician,1,Yes,14,1,0,4,2,1,3,2,1,0
367,0,1,1046,Research & Development,10,4,100,2,3,Healthcare Representative,4,No,15,3,0,20,2,3,4,3,1,3
368,1,1,529,Research & Development,2,1,79,3,1,Laboratory Technician,1,No,11,1,0,5,5,1,0,0,0,0
369,0,1,408,Research & Development,9,3,42,2,1,Research Scientist,2,Yes,16,3,0,3,5,3,2,2,2,2
370,1,1,230,Research & Development,3,3,54,3,1,Laboratory Technician,1,No,13,1,0,0,2,1,0,0,0,0
371,0,1,1283,Research & Development,23,4,54,3,1,Research Scientist,4,No,16,3,0,6,4,3,3,2,1,2
372,0,1,755,Research & Development,9,3,97,2,2,Healthcare Representative,2,No,19,3,0,10,5,3,1,1,0,0
373,0,1,1469,Research & Development,1,4,82,3,1,Laboratory Technician,2,No,11,3,1,5,2,3,5,2,0,4
374,0,1,304,Sales,9,2,92,3,2,Sales Executive,4,No,16,3,0,7,1,3,7,5,0,7
375,0,1,1261,Research & Development,7,2,31,2,3,Healthcare Representative,3,No,24,4,0,26,2,3,5,2,0,0
376,0,1,1178,Sales,14,3,87,3,2,Sales Executive,4,No,11,3,1,18,2,2,7,7,0,7
377,0,1,329,Research & Development,2,4,96,3,1,Research Scientist,3,No,13,3,1,6,3,3,2,2,2,2
378,1,3,1368,Research & Development,4,3,99,2,1,Laboratory Technician,1,No,16,1,0,4,3,1,2,2,1,0
379,0,1,1311,Research & Development,2,3,97,3,4,Manager,4,Yes,13,3,0,30,2,3,5,4,1,2
380,0,1,1371,Sales,10,4,77,3,2,Sales Executive,3,Yes,12,3,1,5,2,4,5,2,0,3
381,0,1,202,Sales,2,3,72,3,1,Sales Representative,2,No,18,3,1,1,3,3,1,0,0,0
382,1,3,1287,Research & Development,7,1,55,3,1,Laboratory Technician,1,Yes,16,1,1,6,4,1,6,3,1,0
383,0,1,253,Research & Development,11,1,43,3,1,Research Scientist,2,No,13,3,1,2,1,3,2,1,1,2
384,0,1,164,Sales,2,2,61,2,3,Sales Executive,3,No,13,3,2,10,2,3,10,9,9,0
385,1,1,660,Research & Development,15,1,81,3,2,Laboratory Technician,1,No,14,1,1,9,3,1,1,0,0,0
386,0,1,1107,Research & Development,14,4,95,3,1,Laboratory Technician,1,No,12,3,1,18,2,2,18,7,12,17
387,0,1,759,Sales,2,4,46,3,2,Sales Executive,2,No,12,3,2,8,5,3,5,4,1,3
388,0,1,201,Research & Development,1,2,95,3,1,Laboratory Technician,1,No,16,3,1,8,5,3,5,2,1,2
389,0,1,1305,Research & Development,10,3,49,3,2,Manufacturing Director,2,Yes,12,3,0,18,2,2,1,0,0,1
390,0,1,982,Research & Development,12,1,59,2,4,Research Director,2,No,11,3,1,25,3,3,25,10,3,9
391,0,1,555,Research & Development,2,2,78,2,2,Laboratory Technician,3,No,22,4,1,20,3,3,1,0,0,0
392,0,1,821,Research & Development,5,1,86,3,5,Research Director,1,No,11,3,1,24,4,2,4,2,1,2
393,0,0,1381,Sales,4,3,72,3,2,Sales Executive,3,No,15,3,1,6,3,3,3,2,1,2
394,0,1,480,Research & Development,7,2,31,3,2,Manufacturing Director,1,No,12,3,1,13,5,1,13,10,3,12
395,0,3,313,Research & Development,21,4,61,3,1,Laboratory Technician,4,No,20,4,1,8,1,3,3,2,1,2
396,0,1,1473,Research & Development,8,3,74,3,2,Healthcare Representative,3,Yes,14,3,0,8,3,3,5,2,0,2
397,0,1,891,Sales,4,2,99,2,2,Sales Executive,4,Yes,11,3,0,5,3,3,5,4,1,3
398,0,0,1063,Research & Development,25,2,72,3,2,Research Scientist,3,Yes,15,3,2,15,2,3,13,11,10,7
399,0,1,329,Research & Development,1,4,98,2,1,Laboratory Technician,1,No,12,3,1,4,3,3,4,2,3,2
400,0,3,1218,Research & Development,1,2,52,3,5,Manager,3,Yes,14,3,1,21,3,3,21,8,1,6
401,0,3,906,Sales,6,3,86,4,4,Sales Executive,1,No,11,3,3,36,0,2,7,7,7,7
402,0,1,1082,Sales,12,2,83,3,2,Sales Executive,3,No,11,3,0,6,6,3,5,4,4,4
403,0,1,645,Sales,1,2,49,4,3,Sales Executive,1,No,16,3,1,10,2,3,10,7,0,7
404,0,1,1300,Research & Development,17,3,79,3,2,Laboratory Technician,1,No,12,3,1,10,2,3,10,0,1,8
405,1,0,247,Research & Development,8,3,80,3,1,Laboratory Technician,1,No,12,1,0,0,0,1,0,0,0,0
406,0,1,319,Research & Development,3,4,39,2,3,Manufacturing Director,3,Yes,14,3,0,28,4,3,5,4,0,4
407,0,1,192,Research & Development,10,1,69,3,1,Research Scientist,4,No,21,4,2,8,3,2,2,2,0,2
408,0,1,1490,Research & Development,4,4,30,3,4,Manager,4,No,13,3,0,31,2,1,5,2,1,4
409,0,3,532,Research & Development,29,1,92,3,2,Research Scientist,3,No,11,3,1,19,3,3,5,4,0,2
410,0,1,317,Research & Development,2,3,43,1,2,Manufacturing Director,4,No,20,4,0,11,2,3,5,4,0,2
411,0,1,422,Research & Development,7,1,41,3,5,Manager,1,No,11,3,0,33,5,1,29,8,11,10
412,0,1,1485,Research & Development,18,3,87,3,2,Manufacturing Director,3,No,14,3,1,19,5,2,10,7,0,8
413,0,3,1368,Research & Development,28,4,88,2,2,Healthcare Representative,4,No,11,3,3,7,4,4,6,5,0,4
414,1,3,874,Research & Development,15,3,72,3,1,Laboratory Technician,1,No,12,1,1,2,5,1,2,2,2,0
415,1,1,806,Research & Development,7,2,39,3,1,Laboratory Technician,1,Yes,13,1,2,10,2,1,7,7,7,0
416,0,3,1490,Research & Development,2,4,42,3,1,Laboratory Technician,4,Yes,23,4,1,1,3,3,1,0,0,0
417,0,1,1398,Sales,2,3,79,3,5,Manager,3,No,14,3,0,21,2,3,20,15,1,12
418,0,1,1349,Research & Development,23,1,90,3,1,Research Scientist,4,No,22,4,2,3,3,1,3,2,0,2
419,0,0,1400,Research & Development,3,3,53,3,1,Laboratory Technician,4,No,15,3,1,9,3,1,5,3,1,4
420,0,1,986,Research & Development,3,2,93,2,3,Research Director,3,No,18,3,0,10,2,3,10,2,0,7
421,1,1,1089,Research & Development,7,4,79,3,2,Laboratory Technician,1,No,18,1,1,10,3,1,10,4,1,0
422,1,1,1320,Research & Development,8,4,93,2,1,Laboratory Technician,1,Yes,11,1,0,5,2,1,5,4,1,0
423,0,0,1398,Sales,22,3,69,3,3,Sales Executive,1,No,11,3,0,10,3,3,9,8,7,8
424,0,1,210,Sales,29,1,56,2,4,Manager,4,No,12,3,1,32,3,2,1,0,0,0
425,0,1,1099,Research & Development,29,2,88,2,4,Manager,3,No,15,3,1,28,2,3,27,10,15,7
426,0,0,1116,Research & Development,2,3,49,3,1,Laboratory Technician,4,No,14,3,0,12,2,2,11,7,6,7
427,0,3,1499,Sales,28,3,80,2,3,Sales Executive,1,No,19,3,0,22,5,4,18,13,13,11
428,0,1,983,Research & Development,2,1,65,3,2,Manufacturing Director,4,No,13,3,3,20,2,3,5,0,0,4
429,0,1,1009,Research & Development,2,1,51,3,4,Research Director,3,No,13,3,0,26,2,1,3,2,0,1
430,0,1,144,Research & Development,22,4,46,1,1,Laboratory Technician,3,No,15,3,0,6,2,3,5,4,4,3
431,0,1,548,Research & Development,8,3,42,3,2,Laboratory Technician,3,No,11,3,0,19,3,3,1,0,0,0
432,0,1,1303,Research & Development,2,4,62,2,1,Research Scientist,3,No,12,3,1,14,3,3,7,3,5,7
433,0,1,1125,Sales,10,3,94,2,3,Sales Executive,4,Yes,19,3,1,15,3,3,3,2,1,2
434,0,1,1274,Research & Development,9,3,33,3,3,Manufacturing Director,2,No,25,4,1,13,6,4,13,8,0,8
435,1,1,310,Research & Development,7,4,72,3,1,Laboratory Technician,1,No,11,1,1,14,4,1,10,9,9,0
436,1,3,658,Research & Development,7,1,66,1,2,Laboratory Technician,1,Yes,24,1,0,9,3,1,9,7,0,0
437,0,1,413,Sales,7,4,57,3,1,Sales Representative,2,No,14,3,0,4,3,3,3,2,1,2
438,0,1,1276,Research & Development,16,4,72,3,3,Healthcare Representative,3,Yes,12,3,0,10,2,3,8,7,0,0
439,1,3,920,Research & Development,24,4,43,3,1,Laboratory Technician,1,Yes,22,1,1,19,0,1,1,0,0,0
440,1,1,1330,Research & Development,21,1,37,3,1,Laboratory Technician,1,No,20,1,1,1,0,1,1,1,0,0
441,0,3,1474,Research & Development,5,2,97,3,1,Laboratory Technician,3,No,17,3,1,8,4,3,2,2,2,0
442,0,0,635,Sales,10,2,32,3,3,Sales Executive,4,No,14,3,0,10,3,2,10,3,9,7
443,1,3,251,Research & Development,10,1,45,2,1,Laboratory Technician,1,No,20,1,0,2,2,1,2,2,2,0
444,0,1,163,Sales,2,2,37,3,2,Sales Executive,4,No,14,3,1,14,2,3,9,7,6,7
445,0,1,1117,Sales,18,1,83,3,4,Manager,2,No,23,4,0,37,2,3,10,9,7,7
446,0,0,267,Sales,10,4,56,3,2,Sales Executive,4,No,14,3,0,16,3,3,14,3,1,10
447,0,1,619,Sales,1,2,85,3,2,Sales Executive,3,No,11,3,0,15,2,3,11,9,6,9
448,0,1,302,Research & Development,6,2,75,3,4,Manufacturing Director,3,No,15,3,0,22,3,3,20,6,5,13
449,0,3,443,Research & Development,8,3,48,3,1,Laboratory Technician,3,No,11,3,1,8,3,3,8,3,0,7
450,0,1,828,Sales,2,2,77,3,2,Sales Executive,4,Yes,13,3,0,10,2,4,6,5,0,5
451,0,1,319,Research & Development,24,4,56,3,3,Manufacturing Director,1,Yes,21,4,1,10,5,2,10,9,5,8
452,0,1,561,Sales,2,4,61,3,2,Sales Executive,2,No,19,3,1,9,3,4,8,7,3,7
453,1,3,871,Research & Development,6,4,66,2,1,Laboratory Technician,1,Yes,18,1,0,1,5,1,1,0,1,0
454,0,1,232,Research & Development,19,4,34,3,2,Manufacturing Director,4,No,12,3,2,8,2,4,3,2,1,2
455,0,1,922,Research & Development,1,1,95,4,4,Research Director,3,No,19,3,1,10,2,3,6,1,0,5
456,0,1,688,Sales,7,3,44,2,3,Manager,4,No,21,4,1,10,3,2,5,4,0,1
457,1,1,813,Research & Development,14,3,58,3,1,Laboratory Technician,1,Yes,13,1,1,8,2,1,5,4,0,0
458,0,0,1094,Sales,28,3,58,1,3,Sales Executive,1,No,15,3,1,20,2,3,1,0,0,1
459,0,0,509,Research & Development,2,1,62,2,2,Healthcare Representative,3,Yes,17,3,0,10,3,3,8,7,0,7
460,0,1,775,Sales,29,1,45,3,2,Sales Executive,3,No,12,3,2,8,5,3,0,0,0,0
461,0,1,195,Sales,1,1,80,3,2,Sales Executive,3,No,16,3,0,5,3,3,5,4,0,3
462,0,1,258,Sales,21,4,74,4,2,Sales Executive,4,No,12,3,0,10,3,3,10,7,5,7
463,1,1,587,Research & Development,10,1,38,1,1,Laboratory Technician,1,No,13,1,3,8,2,1,4,3,1,0
464,0,1,799,Research & Development,1,2,59,3,3,Manufacturing Director,4,No,17,3,0,12,3,4,6,5,1,2
465,0,3,1034,Research & Development,18,1,86,3,3,Healthcare Representative,3,No,11,3,0,28,3,2,2,2,1,2
466,0,1,1276,Sales,2,2,91,3,4,Manager,1,No,16,3,1,22,2,3,18,16,11,8
467,0,0,142,Sales,9,1,69,3,3,Sales Executive,2,No,13,3,1,9,6,3,9,5,7,7
468,0,1,956,Research & Development,6,4,78,3,2,Research Scientist,1,Yes,12,3,2,18,3,3,10,9,6,9
469,1,1,471,Research & Development,24,3,66,1,1,Laboratory Technician,1,Yes,18,1,0,1,3,1,1,0,0,0
470,0,3,535,Sales,24,4,38,3,1,Sales Representative,4,No,13,3,2,3,3,3,2,2,2,1
471,0,1,1495,Research & Development,10,3,76,3,2,Healthcare Representative,3,No,19,3,1,18,4,3,1,0,0,0
472,0,1,446,Research & Development,1,2,65,3,2,Manufacturing Director,2,No,12,3,1,8,2,2,6,5,4,3
473,0,1,1245,Research & Development,18,4,58,2,5,Research Director,3,Yes,17,3,1,31,5,3,31,9,0,9
474,0,1,691,Research & Development,23,2,89,4,1,Research Scientist,4,Yes,11,3,2,6,3,3,6,5,1,4
475,0,1,703,Sales,28,1,66,3,2,Sales Executive,2,No,20,4,2,6,5,4,5,3,1,4
476,0,1,823,Research & Development,17,4,94,2,1,Laboratory Technician,2,No,21,4,1,1,2,3,1,0,0,0
477,0,3,1246,Human Resources,3,1,99,3,5,Manager,2,No,11,3,1,32,2,3,32,5,10,7
478,0,1,622,Sales,13,2,40,3,1,Sales Representative,3,No,11,3,0,7,1,3,7,4,0,6
479,1,3,781,Research & Development,2,4,57,2,1,Laboratory Technician,1,Yes,14,1,1,3,3,1,1,0,0,0
480,1,1,1085,Research & Development,2,2,57,1,1,Laboratory Technician,1,Yes,13,1,1,10,1,1,7,7,1,0
481,0,1,254,Research & Development,1,2,83,2,1,Research Scientist,4,Yes,13,3,1,6,3,3,6,5,1,3
482,1,1,1219,Research & Development,4,4,32,3,1,Laboratory Technician,4,Yes,15,1,1,7,3,1,7,7,5,0
483,0,1,538,Research & Development,25,1,54,2,2,Laboratory Technician,4,No,14,3,0,9,3,3,3,2,0,2
484,0,1,525,Sales,6,1,66,4,2,Sales Executive,4,No,22,4,2,13,4,4,7,7,5,7
485,0,1,798,Research & Development,6,1,66,2,1,Research Scientist,3,No,12,3,2,6,5,2,5,3,0,3
486,0,1,558,Sales,2,4,75,3,2,Sales Executive,3,Yes,11,3,1,17,3,2,3,0,1,0
487,0,1,959,Research & Development,1,4,83,2,1,Research Scientist,2,No,13,3,0,1,0,4,1,0,0,0
488,0,1,622,Research & Development,2,3,81,3,2,Healthcare Representative,4,No,13,3,2,10,4,3,10,2,2,2
